login_id,student_id,login_date,login_time,device,session_duration
517,ST122,2026-05-25,08:50 PM,Desktop,51
518,ST122,2025-08-22,04:31 PM,Laptop,33
519,ST122,2026-05-20,03:10 PM,Desktop,25
520,ST122,2025-11-05,06:15 AM,Laptop,38
521,ST122,2026-04-01,10:26 AM,Desktop,19
522,ST122,2025-10-17,10:33 PM,Mobile,43
523,ST122,2026-03-19,04:37 AM,Mobile,38
524,ST122,2026-01-23,03:05 PM,Desktop,53
525,ST122,2025-09-13,10:35 PM,Desktop,47
526,ST122,2025-10-28,07:12 PM,Mobile,26
527,ST123,2025-12-05,10:01 PM,Desktop,36
528,ST123,2026-03-13,04:04 AM,Laptop,40
529,ST123,2026-04-26,06:57 AM,Desktop,39
530,ST123,2025-10-21,08:46 PM,Laptop,26
531,ST123,2026-02-07,04:54 PM,Laptop,31
532,ST123,2026-02-15,11:00 PM,Laptop,40
533,ST123,2026-01-21,06:33 PM,Desktop,24
534,ST123,2025-08-27,09:13 PM,Desktop,31
535,ST123,2026-01-19,01:24 PM,Mobile,24
536,ST123,2026-01-16,09:56 AM,Mobile,22
537,ST123,2026-05-13,01:37 AM,Desktop,28
538,ST123,2026-02-14,04:19 AM,Laptop,20
539,ST123,2025-12-08,10:15 AM,Desktop,26
540,ST123,2025-10-16,07:22 PM,Laptop,17
541,ST124,2025-09-11,09:33 AM,Desktop,31
542,ST124,2025-10-12,07:23 AM,Laptop,37
543,ST124,2026-01-06,02:04 PM,Desktop,38
544,ST124,2026-02-17,06:24 AM,Mobile,41
545,ST124,2026-06-01,11:48 PM,Desktop,35
546,ST124,2025-09-13,01:54 PM,Laptop,48
547,ST124,2026-05-14,11:07 PM,Laptop,16
548,ST124,2026-01-16,07:09 AM,Mobile,66
549,ST124,2026-04-27,11:32 AM,Mobile,28
550,ST124,2026-03-05,01:26 PM,Desktop,41
551,ST124,2026-02-02,01:48 AM,Mobile,27
552,ST124,2026-02-02,02:03 AM,Laptop,43
553,ST124,2025-11-01,02:18 AM,Mobile,40
554,ST124,2026-01-22,05:27 AM,Laptop,30
555,ST124,2025-11-07,11:56 PM,Mobile,48
556,ST124,2025-10-10,02:42 AM,Mobile,35
557,ST124,2025-09-09,04:25 AM,Laptop,42
558,ST124,2025-09-21,03:32 PM,Desktop,28
559,ST124,2026-05-04,05:56 AM,Desktop,36
560,ST124,2026-04-27,01:30 AM,Mobile,57
561,ST124,2026-01-20,09:00 PM,Desktop,46
562,ST124,2025-10-07,03:29 AM,Desktop,40
563,ST124,2026-02-09,02:42 PM,Mobile,32
564,ST124,2025-10-23,08:18 AM,Mobile,37
565,ST124,2025-10-24,08:21 AM,Desktop,39
566,ST124,2026-03-13,11:24 AM,Mobile,41
567,ST124,2026-02-27,09:23 PM,Laptop,26
568,ST124,2025-11-30,10:29 AM,Laptop,43
569,ST124,2025-12-24,07:49 PM,Desktop,26
570,ST124,2026-03-18,08:11 AM,Mobile,53
571,ST124,2026-05-01,02:31 AM,Mobile,29
572,ST124,2026-01-06,11:04 AM,Laptop,40
573,ST124,2025-11-08,09:24 PM,Laptop,47
574,ST124,2026-05-20,05:39 AM,Laptop,34
575,ST124,2026-03-25,03:59 AM,Laptop,40
576,ST124,2026-02-12,06:27 PM,Desktop,51
577,ST125,2026-04-28,11:07 AM,Laptop,42
578,ST125,2025-10-22,04:04 PM,Mobile,37
579,ST125,2025-10-10,08:27 PM,Laptop,38
580,ST125,2025-08-27,07:36 PM,Desktop,38
581,ST125,2026-04-04,03:17 AM,Laptop,44
582,ST125,2026-05-11,12:51 AM,Mobile,29
583,ST125,2026-04-22,07:28 AM,Mobile,32
584,ST125,2025-12-24,07:13 AM,Mobile,21
585,ST125,2025-10-22,02:43 AM,Laptop,18
586,ST125,2026-03-19,09:47 PM,Desktop,15
587,ST125,2025-10-15,08:29 AM,Laptop,22
588,ST125,2025-09-16,06:41 AM,Mobile,47
589,ST125,2026-03-19,04:17 PM,Laptop,16
590,ST125,2025-08-14,11:37 AM,Laptop,28
591,ST125,2025-08-28,06:38 PM,Laptop,18
592,ST125,2026-04-15,10:43 PM,Laptop,25
593,ST126,2025-11-29,10:21 PM,Laptop,43
594,ST126,2025-09-11,05:40 AM,Laptop,48
595,ST126,2025-11-23,02:24 PM,Mobile,10
596,ST126,2026-01-11,09:54 AM,Mobile,26
597,ST126,2026-01-19,07:22 PM,Mobile,33
598,ST126,2025-10-10,11:48 PM,Mobile,44
599,ST126,2025-12-25,03:20 PM,Laptop,28
600,ST126,2025-10-11,11:07 PM,Desktop,32
601,ST126,2026-03-29,09:20 AM,Laptop,21
602,ST126,2025-08-03,08:42 AM,Mobile,17
603,ST126,2025-08-10,06:11 AM,Laptop,47
604,ST127,2025-11-19,12:12 PM,Mobile,19
605,ST127,2026-05-08,09:10 AM,Desktop,44
606,ST127,2026-04-28,10:02 PM,Laptop,43
607,ST127,2025-09-26,07:19 PM,Laptop,35
608,ST127,2025-11-30,11:05 PM,Laptop,41
609,ST127,2025-10-02,11:38 PM,Mobile,36
610,ST127,2025-12-01,05:25 AM,Laptop,43
611,ST127,2026-03-23,01:32 PM,Mobile,37
612,ST127,2025-09-26,09:08 AM,Laptop,28
613,ST127,2026-05-02,05:26 PM,Mobile,29
614,ST127,2026-04-21,02:00 AM,Desktop,28
615,ST127,2025-12-02,05:43 AM,Desktop,47
616,ST127,2025-10-13,03:28 PM,Laptop,31
617,ST127,2026-03-08,08:03 AM,Mobile,18
618,ST127,2026-01-28,09:05 AM,Mobile,41
619,ST127,2026-05-20,05:12 AM,Laptop,53
620,ST127,2025-11-04,02:57 PM,Desktop,45
621,ST127,2025-09-13,07:32 PM,Desktop,31
622,ST127,2026-02-01,06:34 AM,Mobile,22
623,ST127,2026-04-27,09:35 AM,Desktop,36
624,ST127,2026-04-17,03:14 AM,Desktop,36
625,ST127,2026-05-11,09:18 PM,Mobile,28
626,ST127,2026-02-16,08:55 AM,Laptop,43
627,ST127,2025-08-23,07:44 AM,Desktop,56
628,ST127,2026-02-15,08:35 AM,Laptop,40
629,ST127,2025-12-08,07:35 AM,Desktop,39
630,ST127,2025-08-09,09:13 AM,Laptop,28
631,ST128,2025-09-04,10:38 PM,Laptop,24
632,ST128,2025-12-02,01:23 PM,Desktop,31
633,ST128,2025-09-23,09:22 PM,Desktop,35
634,ST128,2026-01-18,03:33 AM,Mobile,32
635,ST128,2025-08-23,09:36 AM,Laptop,42
636,ST128,2026-05-07,08:36 AM,Laptop,34
637,ST128,2025-10-29,12:41 PM,Desktop,27
638,ST128,2026-03-26,05:30 PM,Desktop,34
639,ST128,2026-04-03,05:28 AM,Desktop,35
640,ST128,2025-11-02,12:12 PM,Mobile,17
641,ST128,2025-09-02,03:11 PM,Desktop,42
642,ST128,2026-03-23,02:05 PM,Mobile,27
643,ST128,2025-12-29,09:39 AM,Mobile,27
644,ST128,2025-08-23,04:12 PM,Mobile,38
645,ST128,2025-08-22,10:09 AM,Laptop,38
646,ST128,2026-01-06,06:34 PM,Desktop,23
647,ST129,2026-02-20,01:33 PM,Desktop,50
648,ST129,2026-03-31,09:38 AM,Laptop,24
649,ST129,2025-08-19,05:24 PM,Desktop,34
650,ST129,2025-11-06,10:08 AM,Laptop,24
651,ST129,2026-01-30,12:59 PM,Mobile,54
652,ST129,2026-01-17,11:51 AM,Laptop,20
653,ST129,2025-10-03,07:11 AM,Laptop,37
654,ST129,2026-03-12,01:08 PM,Laptop,25
655,ST129,2026-03-14,06:55 PM,Laptop,28
656,ST129,2026-01-21,07:24 AM,Mobile,37
657,ST129,2026-04-12,10:51 AM,Desktop,44
658,ST129,2026-04-12,07:57 PM,Laptop,48
659,ST129,2026-04-23,03:40 PM,Laptop,17
660,ST129,2025-09-12,05:48 PM,Desktop,35
661,ST129,2026-03-06,12:06 PM,Mobile,47
662,ST129,2026-03-09,05:38 AM,Desktop,15
663,ST130,2025-11-01,10:41 PM,Desktop,20
664,ST130,2025-12-29,01:32 AM,Laptop,16
665,ST130,2025-09-22,04:57 AM,Mobile,44
666,ST130,2026-01-15,03:45 AM,Desktop,46
667,ST130,2025-12-30,12:29 PM,Laptop,38
668,ST130,2026-03-17,02:39 AM,Desktop,29
669,ST130,2026-03-07,08:25 PM,Mobile,18
670,ST130,2026-03-16,02:42 PM,Laptop,40
671,ST130,2026-03-17,09:21 AM,Mobile,24
672,ST130,2026-01-28,09:47 PM,Desktop,28
673,ST130,2026-03-11,10:52 AM,Laptop,29
674,ST130,2025-08-30,02:27 AM,Mobile,33
675,ST130,2026-02-24,02:41 AM,Laptop,27
676,ST130,2026-04-20,02:13 AM,Desktop,35
677,ST130,2025-10-21,01:56 PM,Mobile,28
678,ST130,2025-10-13,03:04 PM,Desktop,42
679,ST130,2026-03-13,05:11 PM,Mobile,45
680,ST131,2025-10-04,06:15 PM,Mobile,29
681,ST131,2025-11-29,08:08 PM,Desktop,16
682,ST131,2026-02-04,01:47 AM,Laptop,15
683,ST131,2026-02-13,08:21 PM,Desktop,34
684,ST131,2025-08-17,06:43 AM,Desktop,47
685,ST131,2025-10-18,07:34 PM,Desktop,25
686,ST131,2026-03-19,04:50 PM,Laptop,45
687,ST131,2026-02-07,11:52 PM,Laptop,28
688,ST131,2025-09-09,08:30 AM,Desktop,21
689,ST131,2025-10-10,01:37 PM,Desktop,18
690,ST131,2026-02-04,06:17 AM,Laptop,34
691,ST131,2026-01-08,12:28 AM,Desktop,18
692,ST131,2025-12-21,06:33 PM,Mobile,28
693,ST132,2025-09-28,03:59 PM,Mobile,44
694,ST132,2025-11-04,11:51 PM,Laptop,19
695,ST132,2026-04-23,02:13 PM,Laptop,26
696,ST132,2026-05-15,09:24 PM,Mobile,17
697,ST132,2025-12-13,11:00 PM,Laptop,32
698,ST132,2026-03-17,09:21 PM,Mobile,39
699,ST132,2025-12-25,09:45 AM,Desktop,32
700,ST132,2026-04-09,05:51 AM,Mobile,44
701,ST132,2025-10-02,09:01 AM,Mobile,24
702,ST132,2025-09-07,06:43 AM,Laptop,34
703,ST132,2025-10-28,11:35 AM,Desktop,26
704,ST132,2026-03-16,09:01 PM,Mobile,35
705,ST132,2026-01-11,08:06 AM,Desktop,36
706,ST132,2026-01-25,04:28 AM,Desktop,37
707,ST132,2025-09-03,03:42 PM,Desktop,21
708,ST132,2026-05-05,10:09 AM,Laptop,22
709,ST132,2026-01-01,09:09 PM,Mobile,24
710,ST133,2025-10-29,09:26 PM,Laptop,34
711,ST133,2026-04-18,03:24 AM,Mobile,28
712,ST133,2025-10-02,09:52 AM,Mobile,20
713,ST133,2025-10-11,12:45 AM,Mobile,58
714,ST133,2026-04-10,05:09 PM,Mobile,25
715,ST133,2026-02-01,12:59 PM,Desktop,45
716,ST133,2026-05-21,05:57 PM,Laptop,37
717,ST133,2026-03-28,07:12 PM,Desktop,39
718,ST133,2025-10-06,06:39 PM,Desktop,36
719,ST133,2025-09-14,02:16 PM,Mobile,33
720,ST133,2026-01-06,04:02 PM,Laptop,41
721,ST133,2026-04-03,07:12 AM,Desktop,32
722,ST133,2026-02-27,02:00 AM,Laptop,48
723,ST133,2026-05-22,05:22 PM,Mobile,42
724,ST133,2025-10-04,05:04 AM,Laptop,42
725,ST133,2025-09-07,04:46 AM,Laptop,31
726,ST133,2026-03-27,02:01 PM,Desktop,34
727,ST133,2026-04-22,07:17 PM,Laptop,24
728,ST133,2025-10-05,02:49 PM,Desktop,33
729,ST133,2026-05-28,08:29 PM,Mobile,26
730,ST133,2025-10-06,01:48 AM,Laptop,50
731,ST133,2026-04-15,05:33 AM,Mobile,37
732,ST133,2025-10-03,12:11 PM,Desktop,38
733,ST133,2025-10-18,09:39 AM,Laptop,34
734,ST133,2025-10-24,07:19 PM,Mobile,38
735,ST133,2026-01-13,05:49 AM,Desktop,61
736,ST133,2025-11-24,11:14 AM,Laptop,33
737,ST133,2026-04-23,01:34 PM,Laptop,30
738,ST133,2025-09-10,01:46 AM,Laptop,42
739,ST133,2025-11-09,05:24 PM,Desktop,11
740,ST133,2026-05-10,05:06 PM,Laptop,37
741,ST133,2025-10-04,05:25 AM,Desktop,33
742,ST133,2026-01-03,02:25 PM,Desktop,26
743,ST133,2026-05-01,07:29 AM,Mobile,41
744,ST133,2026-04-15,08:31 AM,Desktop,37
745,ST134,2025-10-26,08:15 PM,Desktop,11
746,ST134,2026-05-25,04:35 PM,Mobile,29
747,ST134,2025-10-27,05:00 AM,Desktop,38
748,ST134,2026-01-20,12:29 AM,Desktop,35
749,ST135,2025-08-22,01:24 AM,Mobile,20
750,ST135,2025-09-11,07:47 AM,Mobile,21
751,ST135,2026-05-23,07:56 AM,Laptop,22
752,ST135,2025-11-16,05:08 PM,Desktop,18
753,ST135,2026-03-02,04:24 PM,Desktop,28
754,ST135,2025-08-16,06:56 AM,Laptop,19
755,ST136,2026-05-07,04:58 AM,Laptop,16
756,ST136,2026-01-02,01:33 PM,Laptop,41
757,ST136,2025-12-04,09:48 PM,Desktop,37
758,ST136,2026-02-24,07:57 AM,Laptop,55
759,ST136,2026-03-21,07:39 PM,Mobile,21
760,ST136,2025-08-31,09:42 PM,Mobile,30
761,ST136,2026-03-14,03:15 PM,Laptop,30
762,ST136,2026-04-05,10:22 PM,Laptop,42
763,ST136,2025-11-13,11:02 PM,Laptop,27
764,ST136,2025-10-13,04:29 PM,Laptop,20
765,ST137,2026-01-11,01:32 AM,Desktop,45
766,ST137,2026-01-24,03:51 AM,Laptop,44
767,ST137,2025-10-06,05:33 PM,Laptop,36
768,ST137,2026-04-21,05:36 AM,Desktop,35
769,ST137,2025-09-24,04:39 AM,Laptop,32
770,ST137,2025-12-02,06:26 PM,Laptop,36
771,ST137,2025-10-02,07:09 PM,Laptop,45
772,ST137,2026-03-19,08:53 AM,Mobile,28
773,ST137,2025-10-12,05:56 PM,Mobile,37
774,ST137,2025-08-26,07:57 AM,Laptop,25
775,ST137,2026-02-13,12:36 PM,Desktop,26
776,ST137,2026-03-03,01:23 PM,Mobile,36
777,ST137,2025-10-21,02:25 AM,Laptop,17
778,ST137,2026-05-23,03:39 AM,Desktop,57
779,ST137,2026-01-08,04:54 AM,Mobile,24
780,ST137,2025-10-21,10:14 PM,Laptop,36
781,ST137,2026-04-21,02:03 PM,Laptop,48
782,ST137,2026-04-13,09:20 PM,Laptop,28
783,ST137,2026-04-12,11:18 PM,Mobile,13
784,ST137,2025-09-16,06:25 AM,Laptop,32
785,ST137,2026-04-16,10:33 AM,Laptop,28
786,ST137,2025-12-02,04:48 PM,Mobile,14
787,ST137,2026-05-26,11:30 AM,Laptop,39
788,ST137,2025-08-25,06:22 AM,Mobile,38
789,ST138,2025-12-23,05:22 AM,Laptop,31
790,ST138,2026-03-29,11:36 AM,Laptop,43
791,ST138,2026-05-02,02:10 PM,Mobile,46
792,ST138,2025-09-25,09:21 AM,Laptop,56
793,ST138,2025-10-08,01:05 AM,Laptop,61
794,ST138,2026-02-04,12:51 PM,Laptop,59
795,ST138,2026-02-04,09:16 PM,Mobile,49
796,ST138,2026-02-22,08:26 PM,Mobile,55
797,ST138,2026-05-19,06:31 AM,Desktop,40
798,ST138,2025-11-08,01:33 AM,Laptop,48
799,ST138,2026-05-11,02:58 PM,Laptop,35
800,ST138,2025-09-07,02:16 PM,Laptop,47
801,ST138,2026-04-16,07:12 AM,Laptop,48
802,ST138,2026-05-09,06:47 AM,Laptop,64
803,ST138,2025-09-30,10:54 AM,Mobile,44
804,ST138,2025-09-19,09:47 AM,Laptop,48
805,ST138,2026-02-08,08:46 AM,Laptop,49
806,ST138,2026-05-13,08:06 AM,Laptop,42
807,ST138,2025-10-13,05:22 PM,Mobile,39
808,ST138,2026-04-18,03:25 PM,Laptop,60
809,ST138,2026-04-14,05:35 PM,Mobile,37
810,ST138,2025-08-24,09:04 PM,Mobile,33
811,ST138,2025-10-10,05:44 PM,Desktop,54
812,ST138,2026-01-18,11:15 AM,Laptop,58
813,ST138,2026-04-23,05:59 AM,Laptop,42
814,ST138,2025-10-16,07:53 AM,Desktop,42
815,ST138,2026-04-21,02:33 PM,Mobile,50
816,ST138,2026-01-15,12:23 PM,Desktop,40
817,ST138,2026-01-11,06:17 AM,Mobile,39
818,ST138,2026-02-18,01:12 PM,Desktop,56
819,ST138,2026-01-01,08:04 PM,Desktop,53
820,ST138,2026-01-20,01:43 PM,Desktop,60
821,ST138,2026-04-18,02:36 PM,Desktop,34
822,ST138,2026-04-08,01:20 PM,Desktop,42
823,ST138,2026-05-16,08:13 PM,Laptop,50
824,ST138,2026-04-01,12:08 AM,Mobile,37
825,ST138,2026-02-05,02:53 AM,Laptop,53
826,ST139,2025-09-26,10:56 AM,Laptop,44
827,ST139,2026-05-26,07:04 PM,Laptop,46
828,ST139,2025-08-14,01:35 AM,Desktop,49
829,ST139,2026-03-31,09:15 AM,Laptop,39
830,ST139,2026-05-24,12:10 AM,Desktop,37
831,ST139,2025-11-25,05:48 PM,Desktop,23
832,ST139,2025-08-27,04:26 PM,Desktop,35
833,ST139,2026-04-03,12:31 PM,Mobile,37
834,ST139,2026-04-26,07:58 PM,Desktop,29
835,ST139,2026-02-11,01:06 PM,Mobile,26
836,ST139,2025-12-03,12:25 PM,Mobile,19
837,ST139,2026-05-21,10:10 AM,Desktop,14
838,ST139,2025-09-26,12:41 AM,Mobile,12
839,ST139,2025-08-10,11:01 AM,Laptop,37
840,ST139,2026-01-08,11:36 PM,Laptop,33
841,ST139,2025-10-17,02:50 AM,Laptop,27
842,ST139,2025-11-13,06:00 PM,Laptop,28
843,ST139,2026-04-14,10:32 PM,Desktop,34
844,ST140,2026-03-30,01:10 PM,Desktop,23
845,ST140,2025-09-01,09:06 PM,Desktop,29
846,ST140,2025-10-10,06:24 PM,Desktop,18
847,ST140,2025-11-15,02:16 AM,Desktop,19
848,ST140,2026-01-14,08:15 AM,Desktop,30
849,ST140,2026-04-02,09:37 PM,Desktop,37
850,ST140,2026-02-09,04:37 PM,Laptop,25
851,ST140,2025-10-28,02:18 PM,Laptop,28
852,ST140,2026-04-30,04:57 PM,Laptop,42
853,ST140,2026-05-07,10:57 AM,Laptop,27
854,ST140,2025-12-14,10:03 AM,Desktop,51
855,ST140,2026-04-05,07:19 PM,Mobile,30
856,ST140,2025-12-05,04:38 PM,Laptop,7
857,ST140,2026-05-13,07:22 PM,Laptop,32
858,ST141,2025-11-24,03:34 PM,Laptop,27
859,ST141,2025-12-26,06:39 PM,Desktop,32
860,ST141,2025-11-15,04:10 AM,Desktop,14
861,ST141,2026-04-08,03:32 AM,Laptop,37
862,ST142,2026-04-03,10:02 AM,Laptop,27
863,ST142,2026-05-14,11:12 AM,Desktop,39
864,ST142,2025-12-19,01:20 PM,Laptop,46
865,ST142,2025-10-02,04:20 PM,Desktop,26
866,ST142,2026-05-06,05:35 PM,Laptop,20
867,ST142,2026-02-19,10:06 PM,Laptop,34
868,ST142,2025-10-14,08:12 AM,Laptop,46
869,ST142,2025-08-22,05:10 PM,Laptop,17
870,ST142,2025-09-10,02:48 AM,Laptop,20
871,ST142,2026-03-15,10:12 PM,Desktop,27
872,ST142,2025-12-10,04:58 AM,Desktop,23
873,ST142,2026-04-03,07:04 AM,Mobile,23
874,ST142,2025-11-12,04:28 PM,Desktop,10
875,ST142,2025-12-17,11:21 AM,Desktop,37
876,ST143,2025-12-18,11:20 PM,Mobile,48
877,ST143,2025-09-25,04:54 AM,Desktop,62
878,ST143,2026-05-28,01:45 PM,Mobile,37
879,ST143,2025-12-03,02:40 AM,Mobile,57
880,ST143,2026-04-29,06:24 PM,Mobile,39
881,ST143,2025-11-28,10:20 PM,Mobile,47
882,ST143,2025-09-21,02:25 AM,Laptop,37
883,ST143,2026-01-17,03:52 AM,Desktop,67
884,ST143,2026-03-30,07:44 PM,Mobile,42
885,ST143,2025-10-10,03:33 AM,Mobile,46
886,ST143,2026-05-09,12:43 AM,Mobile,38
887,ST143,2026-02-25,05:43 PM,Desktop,64
888,ST143,2026-04-01,12:06 PM,Laptop,64
889,ST143,2025-11-11,11:36 PM,Laptop,61
890,ST143,2026-01-12,10:56 PM,Laptop,55
891,ST143,2025-08-31,11:40 PM,Mobile,39
892,ST143,2026-05-21,11:22 PM,Mobile,53
893,ST143,2026-05-01,07:59 PM,Desktop,45
894,ST143,2025-08-20,06:46 PM,Mobile,58
895,ST143,2026-03-02,02:18 PM,Mobile,56
896,ST143,2025-08-19,04:36 AM,Laptop,38
897,ST143,2026-04-11,04:34 AM,Mobile,54
898,ST143,2025-12-27,03:05 AM,Mobile,52
899,ST143,2025-08-05,04:47 PM,Laptop,17
900,ST143,2026-05-18,06:59 PM,Desktop,53
901,ST143,2025-09-24,09:21 AM,Laptop,41
902,ST143,2025-12-24,09:08 PM,Laptop,36
903,ST143,2026-05-06,02:39 AM,Desktop,37
904,ST143,2026-04-10,02:41 AM,Mobile,44
905,ST143,2026-04-16,04:48 PM,Laptop,50
906,ST143,2025-12-18,09:30 AM,Mobile,31
907,ST143,2025-09-27,09:04 AM,Laptop,47
908,ST143,2025-10-23,12:18 AM,Desktop,51
909,ST143,2026-03-23,03:13 PM,Desktop,64
910,ST143,2025-12-10,07:51 PM,Desktop,34
911,ST143,2025-11-04,06:44 PM,Mobile,41
912,ST143,2026-01-20,08:23 AM,Laptop,48
913,ST143,2026-05-18,06:33 AM,Desktop,56
914,ST143,2025-11-07,07:32 PM,Mobile,42
915,ST143,2026-02-24,08:00 AM,Laptop,57
916,ST144,2026-04-21,06:32 PM,Laptop,5
917,ST144,2025-09-14,08:37 PM,Laptop,25
918,ST144,2025-09-18,06:42 PM,Mobile,6
919,ST144,2025-10-11,08:41 AM,Laptop,27
920,ST145,2026-01-13,10:47 PM,Mobile,30
921,ST145,2025-08-04,06:05 PM,Laptop,37
922,ST145,2026-02-13,03:17 PM,Mobile,27
923,ST145,2026-03-17,11:46 PM,Laptop,20
924,ST145,2026-01-16,07:29 PM,Laptop,5
925,ST145,2026-05-26,07:45 PM,Desktop,32
926,ST145,2026-05-21,01:03 PM,Mobile,50
927,ST145,2025-12-12,07:24 PM,Desktop,48
928,ST145,2026-02-01,01:26 AM,Desktop,27
929,ST145,2025-11-29,12:08 PM,Mobile,26
930,ST145,2025-09-30,02:00 AM,Laptop,37
931,ST145,2026-01-05,08:34 AM,Mobile,22
932,ST145,2026-02-24,02:50 AM,Desktop,35
933,ST145,2026-04-15,01:03 AM,Desktop,40
934,ST145,2026-01-07,02:31 AM,Desktop,44
935,ST146,2025-09-30,01:59 PM,Desktop,35
936,ST146,2025-12-30,02:02 AM,Laptop,34
937,ST146,2025-11-22,02:08 AM,Mobile,27
938,ST146,2025-10-08,12:59 PM,Laptop,27
939,ST146,2025-10-18,11:19 AM,Laptop,33
940,ST146,2026-02-08,09:03 PM,Laptop,39
941,ST146,2026-05-09,07:50 PM,Laptop,45
942,ST146,2026-05-03,08:52 PM,Desktop,28
943,ST146,2025-11-20,10:52 AM,Mobile,51
944,ST146,2025-09-11,11:11 PM,Desktop,33
945,ST146,2026-03-17,04:26 AM,Desktop,35
946,ST146,2026-02-02,03:19 PM,Mobile,28
947,ST146,2026-05-16,07:28 PM,Mobile,11
948,ST146,2025-09-01,06:31 AM,Desktop,45
949,ST146,2026-04-16,01:51 AM,Mobile,43
950,ST146,2026-05-21,06:21 PM,Desktop,33
951,ST146,2025-10-16,07:55 PM,Mobile,36
952,ST146,2026-01-15,02:48 PM,Desktop,41
953,ST146,2026-03-15,08:22 PM,Mobile,20
954,ST146,2025-11-14,01:19 AM,Desktop,30
955,ST146,2026-05-26,06:16 PM,Laptop,44
956,ST146,2025-09-16,07:09 PM,Desktop,23
957,ST146,2026-03-17,08:17 PM,Mobile,39
958,ST146,2026-03-21,09:28 AM,Mobile,22
959,ST146,2026-04-20,05:57 PM,Laptop,40
960,ST146,2026-03-22,01:18 PM,Desktop,35
961,ST146,2025-08-30,06:58 PM,Desktop,20
962,ST146,2026-03-25,08:29 AM,Desktop,47
963,ST146,2026-01-05,08:40 AM,Desktop,28
964,ST146,2025-08-12,01:16 PM,Laptop,28
965,ST146,2025-12-09,06:13 AM,Mobile,38
966,ST146,2025-11-20,06:16 AM,Desktop,47
967,ST146,2025-09-07,01:39 PM,Mobile,26
968,ST146,2026-03-05,03:48 PM,Laptop,36
969,ST146,2025-09-02,06:38 AM,Desktop,40
970,ST146,2025-08-31,02:48 AM,Mobile,43
971,ST147,2026-03-30,11:25 AM,Mobile,18
972,ST147,2025-12-25,06:07 AM,Laptop,5
973,ST147,2025-11-01,10:50 AM,Mobile,33
974,ST147,2026-03-04,09:05 PM,Laptop,38
975,ST147,2026-02-12,09:13 PM,Laptop,5
976,ST147,2026-02-10,01:49 AM,Laptop,19
977,ST147,2025-09-11,09:53 PM,Desktop,35
978,ST147,2026-05-04,07:59 AM,Mobile,50
979,ST147,2026-01-26,05:19 AM,Mobile,29
980,ST147,2025-10-31,06:45 AM,Desktop,22
981,ST147,2026-02-18,01:51 AM,Desktop,27
982,ST147,2025-10-05,05:06 PM,Desktop,43
983,ST147,2025-11-23,01:22 AM,Mobile,23
984,ST147,2025-08-12,01:43 PM,Laptop,21
985,ST147,2026-03-26,03:32 PM,Desktop,24
986,ST148,2026-05-06,02:53 PM,Laptop,31
987,ST148,2026-04-30,07:46 PM,Laptop,44
988,ST148,2025-11-26,12:09 AM,Mobile,38
989,ST148,2026-03-24,01:49 AM,Laptop,37
990,ST148,2025-10-19,10:32 PM,Laptop,25
991,ST148,2025-11-05,09:38 PM,Desktop,49
992,ST148,2025-09-27,03:07 PM,Mobile,40
993,ST148,2026-03-03,07:40 AM,Desktop,39
994,ST148,2025-08-09,06:05 AM,Mobile,72
995,ST148,2025-11-14,11:00 PM,Mobile,43
996,ST148,2025-09-21,07:44 PM,Desktop,33
997,ST148,2025-08-18,12:36 AM,Laptop,36
998,ST148,2025-08-25,12:44 PM,Mobile,52
999,ST148,2025-08-23,09:54 AM,Laptop,42
1000,ST148,2026-03-13,07:28 PM,Mobile,26
1001,ST148,2026-05-04,10:52 PM,Mobile,50
1002,ST148,2025-08-29,11:08 PM,Mobile,34
1003,ST148,2026-04-15,11:26 PM,Laptop,59
1004,ST148,2025-11-28,12:37 AM,Desktop,51
1005,ST148,2026-05-22,04:32 AM,Laptop,36
1006,ST148,2026-05-23,10:22 PM,Desktop,53
1007,ST148,2026-01-12,03:59 AM,Mobile,41
1008,ST148,2026-01-02,07:28 AM,Mobile,49
1009,ST148,2026-04-24,03:15 PM,Mobile,45
1010,ST148,2026-02-28,06:51 AM,Laptop,32
1011,ST148,2025-12-19,05:12 AM,Mobile,34
1012,ST148,2026-05-13,01:02 PM,Desktop,51
1013,ST148,2025-10-29,11:38 PM,Desktop,37
1014,ST148,2026-03-07,03:13 PM,Desktop,36
1015,ST148,2026-04-11,09:11 AM,Mobile,31
1016,ST148,2026-01-24,06:07 AM,Desktop,45
1017,ST148,2026-02-12,11:08 AM,Desktop,61
1018,ST148,2026-01-11,01:17 PM,Desktop,30
1019,ST148,2026-03-02,12:13 PM,Laptop,41
1020,ST148,2025-10-16,09:25 AM,Laptop,55
1021,ST148,2026-02-09,10:26 AM,Mobile,40
1022,ST149,2026-05-03,03:08 PM,Laptop,45
1023,ST149,2025-12-02,03:47 PM,Mobile,39
1024,ST149,2026-01-01,07:23 AM,Desktop,50
1025,ST149,2025-10-13,10:07 AM,Laptop,52
1026,ST149,2025-08-30,11:48 PM,Desktop,66
1027,ST149,2026-02-28,08:52 PM,Laptop,46
1028,ST149,2026-05-13,05:54 AM,Desktop,44
1029,ST149,2025-10-08,12:44 PM,Laptop,42
1030,ST149,2025-12-03,06:45 AM,Laptop,37
1031,ST149,2025-11-13,11:57 AM,Laptop,44
1032,ST149,2025-09-10,08:05 AM,Laptop,37
